source,package,is_test,result,start,ccache_s,gap_before_s,wall_s,o_mtime_gap_s,c_bytes
module.httpcore._async.connection.c,httpcore,False,cache_miss,2026-09-23T11:02:50.683620,7.082,0.074,7.156,7.153,600074
module.httpcore._async.connection_pool.c,httpcore,False,cache_miss,2026-09-23T11:02:57.833636,8.566,0.068,8.635,8.639,781111
module.httpcore._async.http11.c,httpcore,False,cache_miss,2026-09-23T11:03:06.485031,14.780,0.085,14.865,14.818,1097726
module.httpcore._async.http2.c,httpcore,False,cache_miss,2026-09-23T11:03:21.421864,19.837,0.157,19.994,19.996,1518570
module.httpcore._async.http_proxy.c,httpcore,False,cache_miss,2026-09-23T11:03:41.382627,10.568,0.124,10.692,10.704,735283
module.httpcore._async.interfaces.c,httpcore,False,cache_miss,2026-09-23T11:03:52.040004,4.699,0.089,4.789,4.784,258016
module.httpcore._async.socks_proxy.c,httpcore,False,cache_miss,2026-09-23T11:03:56.838269,8.949,0.099,9.048,9.050,678770
module.httpcore._backends.anyio.c,httpcore,False,cache_miss,2026-09-23T11:04:05.870621,6.810,0.084,6.893,6.922,532657
module.httpcore._backends.auto.c,httpcore,False,cache_miss,2026-09-23T11:04:12.730025,4.240,0.050,4.289,4.289,162484
module.httpcore._backends.base.c,httpcore,False,cache_miss,2026-09-23T11:04:17.029932,4.549,0.060,4.610,4.614,214784
module.httpcore._backends.c,httpcore,False,cache_miss,2026-09-23T11:04:21.634261,3.417,0.055,3.472,3.475,37094
module.httpcore._backends.mock.c,httpcore,False,cache_miss,2026-09-23T11:04:25.124694,5.347,0.073,5.420,5.432,406740
module.httpcore._backends.sync.c,httpcore,False,cache_miss,2026-09-23T11:04:30.545895,6.504,0.075,6.579,6.577,522657
module.httpcore._backends.trio.c,httpcore,False,cache_miss,2026-09-23T11:04:37.126802,6.297,0.077,6.374,6.361,535663
module.httpcore._exceptions.c,httpcore,False,cache_miss,2026-09-23T11:04:43.486391,6.010,0.063,6.073,6.072,381787
module.httpcore._models.c,httpcore,False,cache_miss,2026-09-23T11:04:49.593279,7.473,0.096,7.569,7.565,717301
module.httpcore._ssl.c,httpcore,False,cache_miss,2026-09-23T11:04:57.154121,3.383,0.088,3.471,3.497,45342
module.httpcore._sync.c,httpcore,False,cache_miss,2026-09-23T11:05:00.592914,3.596,0.055,3.651,3.641,98086
module.httpcore._sync.connection.c,httpcore,False,cache_miss,2026-09-23T11:05:04.243733,6.080,0.055,6.135,6.131,494496
module.httpcore._sync.connection_pool.c,httpcore,False,cache_miss,2026-09-23T11:05:10.399724,8.005,0.076,8.081,8.079,704603
module.httpcore._sync.http11.c,httpcore,False,cache_miss,2026-09-23T11:05:18.481938,9.169,0.077,9.246,9.261,886995
module.httpcore._sync.http2.c,httpcore,False,cache_miss,2026-09-23T11:05:27.741157,10.849,0.090,10.939,10.921,1189533
module.httpcore._sync.http_proxy.c,httpcore,False,cache_miss,2026-09-23T11:05:38.670344,7.643,0.080,7.722,7.720,666574
module.httpcore._sync.interfaces.c,httpcore,False,cache_miss,2026-09-23T11:05:46.388329,4.485,0.075,4.560,4.566,233592
module.httpcore._sync.socks_proxy.c,httpcore,False,cache_miss,2026-09-23T11:05:50.937895,6.834,0.065,6.899,6.898,583119
module.httpcore._synchronization.c,httpcore,False,cache_miss,2026-09-23T11:05:57.852666,6.166,0.080,6.246,6.251,600193
module.httpcore._trace.c,httpcore,False,cache_miss,2026-09-23T11:06:04.087205,4.644,0.069,4.712,4.701,246171
module.httpcore._utils.c,httpcore,False,cache_miss,2026-09-23T11:06:08.787144,3.265,0.056,3.322,3.332,50491
module.httpcore.c,httpcore,False,cache_miss,2026-09-23T11:06:12.103246,3.941,0.051,3.991,3.974,184219
module.httptools._version.c,httptools,False,cache_miss,2026-09-23T11:06:16.098597,3.549,0.055,3.604,3.611,24924
module.httptools.c,httptools,False,cache_miss,2026-09-23T11:06:19.706103,3.364,0.058,3.422,3.424,55598
module.httptools.parser.c,httptools,False,cache_miss,2026-09-23T11:06:23.129063,3.441,0.059,3.500,3.498,62139
module.httptools.parser.errors.c,httptools,False,cache_miss,2026-09-23T11:06:26.633994,4.067,0.064,4.131,4.130,152383
module.httptools.parser.protocol.c,httptools,False,cache_miss,2026-09-23T11:06:30.754873,3.561,0.054,3.615,3.622,92846
module.httpx.__version__.c,httpx,False,cache_miss,2026-09-23T11:06:34.386161,3.305,0.070,3.374,3.367,27381
module.httpx._api.c,httpx,False,cache_miss,2026-09-23T11:06:37.750395,5.124,0.060,5.183,5.191,273404
module.httpx._auth.c,httpx,False,cache_miss,2026-09-23T11:06:42.948073,7.702,0.074,7.776,7.777,709497
module.httpx._client.c,httpx,False,cache_miss,2026-09-23T11:06:50.755699,19.613,0.105,19.719,19.713,2353538
module.httpx._config.c,httpx,False,cache_miss,2026-09-23T11:07:10.444319,5.032,0.075,5.107,5.112,367806
module.httpx._content.c,httpx,False,cache_miss,2026-09-23T11:07:15.550964,6.364,0.075,6.439,6.440,555407
module.httpx._decoders.c,httpx,False,cache_miss,2026-09-23T11:07:21.984318,7.465,0.069,7.535,7.534,753811
module.httpx._exceptions.c,httpx,False,cache_miss,2026-09-23T11:07:29.527993,9.075,0.078,9.154,9.164,831841
module.httpx._models.c,httpx,False,cache_miss,2026-09-23T11:07:38.695075,20.280,0.092,20.372,20.362,2610497
module.httpx._multipart.c,httpx,False,cache_miss,2026-09-23T11:07:59.051926,6.612,0.076,6.688,6.687,630058
module.httpx._status_codes.c,httpx,False,cache_miss,2026-09-23T11:08:05.719305,4.300,0.056,4.356,4.356,306998
module.httpx._transports.asgi.c,httpx,False,cache_miss,2026-09-23T11:08:10.078519,5.162,0.059,5.221,5.211,358600
module.httpx._transports.base.c,httpx,False,cache_miss,2026-09-23T11:08:15.297477,3.523,0.057,3.580,3.581,124705
module.httpx._transports.c,httpx,False,cache_miss,2026-09-23T11:08:18.877013,3.081,0.057,3.138,3.145,46866
module.httpx._transports.default.c,httpx,False,cache_miss,2026-09-23T11:08:22.026302,8.520,0.068,8.588,8.581,812813
module.httpx._transports.mock.c,httpx,False,cache_miss,2026-09-23T11:08:30.618284,3.723,0.072,3.794,3.803,130134
module.httpx._transports.wsgi.c,httpx,False,cache_miss,2026-09-23T11:08:34.402192,4.959,0.061,5.020,5.014,285753
module.httpx._types.c,httpx,False,cache_miss,2026-09-23T11:08:39.418951,4.096,0.058,4.154,4.162,241990
module.httpx._urlparse.c,httpx,False,cache_miss,2026-09-23T11:08:43.579594,7.910,0.065,7.975,7.983,722326
module.httpx._urls.c,httpx,False,cache_miss,2026-09-23T11:08:51.558559,8.251,0.069,8.320,8.314,867811
module.httpx._utils.c,httpx,False,cache_miss,2026-09-23T11:08:59.872979,5.307,0.063,5.370,5.375,354862
module.httpx.c,httpx,False,cache_miss,2026-09-23T11:09:05.243269,3.404,0.063,3.467,3.465,98759
module.httpx_sse._api.c,httpx_sse,False,cache_miss,2026-09-23T11:09:08.702222,5.063,0.055,5.119,5.117,364005
module.httpx_sse._decoders.c,httpx_sse,False,cache_miss,2026-09-23T11:09:13.820595,4.005,0.055,4.060,4.060,203982
module.httpx_sse._exceptions.c,httpx_sse,False,cache_miss,2026-09-23T11:09:17.887352,3.153,0.061,3.215,3.220,52368
module.httpx_sse._models.c,httpx_sse,False,cache_miss,2026-09-23T11:09:21.107644,3.702,0.067,3.769,3.762,142751
module.httpx_sse.c,httpx_sse,False,cache_miss,2026-09-23T11:09:24.865175,3.065,0.056,3.121,3.120,47402
module.idna.c,idna,False,cache_miss,2026-09-23T11:09:27.993617,3.055,0.063,3.118,3.121,66656
module.idna.core.c,idna,False,cache_miss,2026-09-23T11:09:31.121378,8.264,0.073,8.337,8.342,963682
module.idna.idnadata.c,idna,False,cache_miss,2026-09-23T11:09:39.444032,3.062,0.058,3.120,3.113,28645
module.idna.intranges.c,idna,False,cache_miss,2026-09-23T11:09:42.572045,3.824,0.066,3.890,3.886,113563
module.idna.package_data.c,idna,False,cache_miss,2026-09-23T11:09:46.447558,3.216,0.051,3.267,3.275,24856
module.idna.uts46data.c,idna,False,cache_miss,2026-09-23T11:09:49.714751,3.368,0.052,3.420,3.403,46778
module.imagehash.c,imagehash,False,cache_miss,2026-09-23T11:09:53.156348,10.495,0.073,10.568,10.591,1064152
module.jinja2._identifier.c,jinja2,False,cache_miss,2026-09-23T11:10:03.703177,3.104,0.052,3.156,3.149,29530
module.jinja2.async_utils.c,jinja2,False,cache_miss,2026-09-23T11:10:06.864469,4.393,0.057,4.450,4.459,257846
module.jinja2.bccache.c,jinja2,False,cache_miss,2026-09-23T11:10:11.320417,6.137,0.063,6.200,6.181,538027
module.jinja2.c,jinja2,False,cache_miss,2026-09-23T11:10:17.525456,3.583,0.068,3.651,3.658,124736
module.jinja2.compiler.c,jinja2,False,cache_miss,2026-09-23T11:10:21.228590,33.918,0.120,34.039,34.030,3897090
module.jinja2.constants.c,jinja2,False,cache_miss,2026-09-23T11:10:55.198640,3.200,0.052,3.252,3.237,24842
module.jinja2.debug.c,jinja2,False,cache_miss,2026-09-23T11:10:58.463268,4.700,0.065,4.765,4.788,230465
module.jinja2.defaults.c,jinja2,False,cache_miss,2026-09-23T11:11:03.218656,3.325,0.055,3.381,3.385,86760
module.jinja2.environment.c,jinja2,False,cache_miss,2026-09-23T11:11:06.634505,20.117,0.090,20.208,20.195,2310632
module.jinja2.exceptions.c,jinja2,False,cache_miss,2026-09-23T11:11:26.810331,5.638,0.059,5.697,5.718,407482
module.jinja2.filters.c,jinja2,False,cache_miss,2026-09-23T11:11:32.552903,18.016,0.104,18.120,18.094,2337490
module.jinja2.idtracking.c,jinja2,False,cache_miss,2026-09-23T11:11:50.644303,8.609,0.076,8.685,8.699,815644
module.jinja2.lexer.c,jinja2,False,cache_miss,2026-09-23T11:11:59.339836,12.163,0.086,12.250,12.248,1514672
module.jinja2.loaders.c,jinja2,False,cache_miss,2026-09-23T11:12:11.585654,11.634,0.082,11.717,11.714,1157555
module.jinja2.nodes.c,jinja2,False,cache_miss,2026-09-23T11:12:23.329739,57.839,0.110,57.949,57.954,3320291
module.jinja2.optimizer.c,jinja2,False,cache_miss,2026-09-23T11:13:21.220262,3.655,0.051,3.706,3.708,124866
module.jinja2.parser.c,jinja2,False,cache_miss,2026-09-23T11:13:24.951736,14.656,0.077,14.733,14.728,1809980
module.jinja2.runtime.c,jinja2,False,cache_miss,2026-09-23T11:13:39.686370,14.863,0.079,14.942,14.948,1790154
module.jinja2.tests.c,jinja2,True,cache_miss,2026-09-23T11:13:54.604456,4.434,0.055,4.488,4.485,368848
module.jinja2.utils.c,jinja2,False,cache_miss,2026-09-23T11:13:59.102456,10.387,0.064,10.452,10.453,1207752
module.jinja2.visitor.c,jinja2,False,cache_miss,2026-09-23T11:14:09.543027,4.071,0.053,4.124,4.122,179250
module.jsonschema._format.c,jsonschema,False,cache_miss,2026-09-23T11:14:13.679660,7.629,0.066,7.695,7.684,872031
module.jsonschema._keywords.c,jsonschema,False,cache_miss,2026-09-23T11:14:21.400009,10.393,0.091,10.484,10.494,1217886
module.jsonschema._legacy_keywords.c,jsonschema,False,cache_miss,2026-09-23T11:14:31.856017,9.033,0.063,9.096,9.102,894414
module.jsonschema._types.c,jsonschema,False,cache_miss,2026-09-23T11:14:40.940434,4.371,0.052,4.422,4.419,299463
module.jsonschema._typing.c,jsonschema,False,cache_miss,2026-09-23T11:14:45.363483,3.300,0.052,3.352,3.352,104143
module.jsonschema._utils.c,jsonschema,False,cache_miss,2026-09-23T11:14:48.730272,6.813,0.067,6.880,6.894,639097
module.jsonschema.c,jsonschema,False,cache_miss,2026-09-23T11:14:55.603518,3.473,0.060,3.533,3.522,152148
module.jsonschema.exceptions.c,jsonschema,False,cache_miss,2026-09-23T11:14:59.143966,8.398,0.067,8.465,8.458,951887
module.jsonschema.protocols.c,jsonschema,False,cache_miss,2026-09-23T11:15:07.601664,3.282,0.060,3.342,3.358,114387
module.jsonschema.validators.c,jsonschema,False,cache_miss,2026-09-23T11:15:10.961819,13.079,0.078,13.157,13.138,1665141
module.jsonschema_specifications._core.c,jsonschema_specifications,False,cache_miss,2026-09-23T11:15:24.092314,3.378,0.051,3.430,3.450,79032
module.jsonschema_specifications.c,jsonschema_specifications,False,cache_miss,2026-09-23T11:15:27.532710,2.963,0.062,3.025,3.012,49816
module.lightgbm.basic.c,lightgbm,False,cache_miss,2026-09-23T11:15:30.667621,56.608,0.172,56.780,56.783,6799744
module.lightgbm.c,lightgbm,False,cache_miss,2026-09-23T11:16:27.334118,3.516,0.058,3.574,3.576,116718
module.lightgbm.callback.c,lightgbm,False,cache_miss,2026-09-23T11:16:30.919108,8.369,0.069,8.438,8.427,873346
module.lightgbm.compat.c,lightgbm,False,cache_miss,2026-09-23T11:16:39.346667,4.266,0.058,4.325,4.336,320562
module.lightgbm.dask.c,lightgbm,False,cache_miss,2026-09-23T11:16:43.703194,29.868,0.090,29.959,29.948,2467012
module.lightgbm.engine.c,lightgbm,False,cache_miss,2026-09-23T11:17:13.642755,11.744,0.071,11.815,11.822,1107991
module.lightgbm.libpath.c,lightgbm,False,cache_miss,2026-09-23T11:17:25.442941,3.790,0.056,3.846,3.842,128765
module.lightgbm.plotting.c,lightgbm,False,cache_miss,2026-09-23T11:17:29.302362,8.476,0.069,8.545,8.540,903689
module.lightgbm.sklearn.c,lightgbm,False,cache_miss,2026-09-23T11:17:37.872546,27.692,0.095,27.787,27.783,2393616
module.lxml.c,lxml,False,cache_miss,2026-09-23T11:18:05.618795,3.282,0.054,3.337,3.352,52662
module.markupsafe._native.c,markupsafe,False,cache_miss,2026-09-23T11:18:08.947124,3.128,0.046,3.173,3.172,40940
module.markupsafe.c,markupsafe,False,cache_miss,2026-09-23T11:18:12.143202,8.414,0.068,8.483,8.479,868955
module.mcp.c,mcp,False,cache_miss,2026-09-23T11:18:20.604715,3.387,0.047,3.434,3.435,144486
module.mcp.client.c,mcp,False,cache_miss,2026-09-23T11:18:24.051519,3.167,0.060,3.227,3.230,36387
module.mcp.client.experimental.c,mcp,False,cache_miss,2026-09-23T11:18:27.275558,3.143,0.057,3.200,3.197,46953
module.mcp.client.experimental.task_handlers.c,mcp,False,cache_miss,2026-09-23T11:18:30.480472,7.499,0.062,7.561,7.573,695384
module.mcp.client.experimental.tasks.c,mcp,False,cache_miss,2026-09-23T11:18:38.032198,4.653,0.053,4.706,4.696,268117
module.mcp.client.session.c,mcp,False,cache_miss,2026-09-23T11:18:42.754926,15.412,0.070,15.481,15.478,1599747
module.mcp.client.session_group.c,mcp,False,cache_miss,2026-09-23T11:18:58.234977,10.477,0.068,10.545,10.547,995417
module.mcp.client.sse.c,mcp,False,cache_miss,2026-09-23T11:19:08.772846,6.132,0.061,6.193,6.195,495548
module.mcp.client.stdio.c,mcp,False,cache_miss,2026-09-23T11:19:14.968894,7.221,0.064,7.285,7.291,629760
module.mcp.client.streamable_http.c,mcp,False,cache_miss,2026-09-23T11:19:22.268172,12.645,0.078,12.723,12.707,1539013
module.mcp.os.c,mcp,False,cache_miss,2026-09-23T11:19:34.967408,3.246,0.054,3.300,3.305,36714
module.mcp.os.posix.c,mcp,False,cache_miss,2026-09-23T11:19:38.264038,3.148,0.051,3.199,3.203,41849
module.mcp.os.posix.utilities.c,mcp,False,cache_miss,2026-09-23T11:19:41.475287,3.920,0.063,3.983,3.987,157210
module.mcp.os.win32.c,mcp,False,cache_miss,2026-09-23T11:19:45.444780,3.112,0.050,3.161,3.156,41849
module.mcp.os.win32.utilities.c,mcp,False,cache_miss,2026-09-23T11:19:48.617983,5.954,0.062,6.015,6.013,546755
module.mcp.server.auth.c,mcp,False,cache_miss,2026-09-23T11:19:54.625559,3.171,0.054,3.225,3.231,42107
module.mcp.server.auth.errors.c,mcp,False,cache_miss,2026-09-23T11:19:57.846550,3.402,0.050,3.452,3.449,67391
module.mcp.server.auth.handlers.authorize.c,mcp,False,cache_miss,2026-09-23T11:20:01.306928,5.954,0.058,6.012,6.013,511010
module.mcp.server.auth.handlers.c,mcp,False,cache_miss,2026-09-23T11:20:07.311370,3.178,0.050,3.228,3.220,47590
module.mcp.server.auth.handlers.metadata.c,mcp,False,cache_miss,2026-09-23T11:20:10.544452,3.495,0.055,3.550,3.562,122697
module.mcp.server.auth.handlers.register.c,mcp,False,cache_miss,2026-09-23T11:20:14.093397,5.038,0.054,5.092,5.081,324499
module.mcp.server.auth.handlers.revoke.c,mcp,False,cache_miss,2026-09-23T11:20:19.187156,4.472,0.056,4.528,4.533,271091
module.mcp.server.auth.handlers.token.c,mcp,False,cache_miss,2026-09-23T11:20:23.715981,6.849,0.057,6.905,6.903,561446
module.mcp.server.auth.json_response.c,mcp,False,cache_miss,2026-09-23T11:20:30.626418,3.493,0.062,3.555,3.560,77617
module.mcp.server.auth.middleware.auth_context.c,mcp,False,cache_miss,2026-09-23T11:20:34.182279,3.643,0.063,3.706,3.713,144024
module.mcp.server.auth.middleware.bearer_auth.c,mcp,False,cache_miss,2026-09-23T11:20:37.886919,5.454,0.062,5.516,5.496,419239
module.mcp.server.auth.middleware.c,mcp,False,cache_miss,2026-09-23T11:20:43.394381,3.433,0.053,3.486,3.498,47794
module.mcp.server.auth.middleware.client_auth.c,mcp,False,cache_miss,2026-09-23T11:20:46.890667,4.632,0.063,4.695,4.688,248064
module.mcp.server.auth.provider.c,mcp,False,cache_miss,2026-09-23T11:20:51.586566,8.190,0.064,8.254,8.252,657470
module.mcp.server.auth.routes.c,mcp,False,cache_miss,2026-09-23T11:20:59.838065,4.705,0.062,4.766,4.773,394565
module.mcp.server.auth.settings.c,mcp,False,cache_miss,2026-09-23T11:21:04.597279,4.019,0.055,4.073,4.076,158656
module.mcp.server.c,mcp,False,cache_miss,2026-09-23T11:21:08.666876,3.057,0.051,3.108,3.108,49740
module.mcp.server.elicitation.c,mcp,False,cache_miss,2026-09-23T11:21:11.784940,5.031,0.061,5.092,5.088,374723
module.mcp.server.experimental.c,mcp,False,cache_miss,2026-09-23T11:21:16.866513,3.105,0.051,3.156,3.173,42891
module.mcp.server.experimental.request_context.c,mcp,False,cache_miss,2026-09-23T11:21:20.031000,4.974,0.059,5.033,5.018,416423
module.mcp.server.experimental.session_features.c,mcp,False,cache_miss,2026-09-23T11:21:25.061845,5.159,0.057,5.216,5.219,343744
module.mcp.server.experimental.task_context.c,mcp,False,cache_miss,2026-09-23T11:21:30.286632,7.656,0.066,7.722,7.720,853700
module.mcp.server.experimental.task_result_handler.c,mcp,False,cache_miss,2026-09-23T11:21:38.000494,4.994,0.058,5.052,5.057,423016
module.mcp.server.experimental.task_scope.c,mcp,False,cache_miss,2026-09-23T11:21:43.048133,3.340,0.053,3.394,3.391,105810
module.mcp.server.experimental.task_support.c,mcp,False,cache_miss,2026-09-23T11:21:46.440218,4.047,0.052,4.099,4.110,233938
module.mcp.server.fastmcp.c,mcp,False,cache_miss,2026-09-23T11:21:50.538224,3.209,0.051,3.260,3.241,60468
module.mcp.server.fastmcp.exceptions.c,mcp,False,cache_miss,2026-09-23T11:21:53.800327,3.654,0.053,3.707,3.708,136569
module.mcp.server.fastmcp.prompts.base.c,mcp,False,cache_miss,2026-09-23T11:21:57.511971,6.001,0.058,6.059,6.059,482994
module.mcp.server.fastmcp.prompts.c,mcp,False,cache_miss,2026-09-23T11:22:03.576983,3.191,0.064,3.255,3.250,53826
module.mcp.server.fastmcp.prompts.manager.c,mcp,False,cache_miss,2026-09-23T11:22:06.817722,3.641,0.050,3.692,3.696,137970
module.mcp.server.fastmcp.resources.base.c,mcp,False,cache_miss,2026-09-23T11:22:10.514613,4.023,0.055,4.079,4.095,190527
module.mcp.server.fastmcp.resources.c,mcp,False,cache_miss,2026-09-23T11:22:14.599176,3.316,0.061,3.377,3.353,69518
module.mcp.server.fastmcp.resources.resource_manager.c,mcp,False,cache_miss,2026-09-23T11:22:17.974128,4.128,0.059,4.187,4.199,218455
module.mcp.server.fastmcp.resources.templates.c,mcp,False,cache_miss,2026-09-23T11:22:22.167879,4.373,0.066,4.438,4.444,274229
module.mcp.server.fastmcp.resources.types.c,mcp,False,cache_miss,2026-09-23T11:22:26.603602,6.995,0.063,7.058,7.057,638995
module.mcp.server.fastmcp.server.c,mcp,False,cache_miss,2026-09-23T11:22:33.692276,13.700,0.094,13.794,13.796,1933269
module.mcp.server.fastmcp.tools.base.c,mcp,False,cache_miss,2026-09-23T11:22:47.448125,4.283,0.056,4.338,4.346,283415
module.mcp.server.fastmcp.tools.c,mcp,False,cache_miss,2026-09-23T11:22:51.794411,3.053,0.064,3.117,3.109,53565
module.mcp.server.fastmcp.tools.tool_manager.c,mcp,False,cache_miss,2026-09-23T11:22:54.906483,3.941,0.059,3.999,3.999,198400
module.mcp.server.fastmcp.utilities.c,mcp,False,cache_miss,2026-09-23T11:22:58.891146,3.176,0.044,3.220,3.218,47971
module.mcp.server.fastmcp.utilities.context_injection.c,mcp,False,cache_miss,2026-09-23T11:23:02.119750,3.473,0.053,3.526,3.527,91231
module.mcp.server.fastmcp.utilities.func_metadata.c,mcp,False,cache_miss,2026-09-23T11:23:05.667559,8.359,0.075,8.434,8.423,923145
module.mcp.server.fastmcp.utilities.logging.c,mcp,False,cache_miss,2026-09-23T11:23:14.078505,3.207,0.052,3.259,3.266,77866
module.mcp.server.fastmcp.utilities.types.c,mcp,False,cache_miss,2026-09-23T11:23:17.341345,4.026,0.056,4.082,4.086,225308
module.mcp.server.lowlevel.c,mcp,False,cache_miss,2026-09-23T11:23:21.419928,3.011,0.053,3.063,3.068,48020
module.mcp.server.lowlevel.experimental.c,mcp,False,cache_miss,2026-09-23T11:23:24.500464,5.790,0.070,5.860,5.856,633994
module.mcp.server.lowlevel.func_inspection.c,mcp,False,cache_miss,2026-09-23T11:23:30.345925,3.996,0.055,4.051,4.040,184461
module.mcp.server.lowlevel.helper_types.c,mcp,False,cache_miss,2026-09-23T11:23:34.390792,3.150,0.049,3.198,3.210,57254
module.mcp.server.lowlevel.server.c,mcp,False,cache_miss,2026-09-23T11:23:37.625126,10.943,0.085,11.028,11.027,1577223
module.mcp.server.models.c,mcp,False,cache_miss,2026-09-23T11:23:48.622665,3.417,0.055,3.472,3.475,84561
module.mcp.server.session.c,mcp,False,cache_miss,2026-09-23T11:23:52.109620,11.967,0.070,12.037,12.033,1201800
module.mcp.server.sse.c,mcp,False,cache_miss,2026-09-23T11:24:04.148641,6.433,0.072,6.505,6.494,609594
module.mcp.server.stdio.c,mcp,False,cache_miss,2026-09-23T11:24:10.635551,4.373,0.054,4.427,4.435,256912
module.mcp.server.streamable_http.c,mcp,False,cache_miss,2026-09-23T11:24:15.111682,15.836,0.103,15.939,15.940,2133683
module.mcp.server.streamable_http_manager.c,mcp,False,cache_miss,2026-09-23T11:24:31.024057,7.393,0.077,7.470,7.472,820537
module.mcp.server.transport_security.c,mcp,False,cache_miss,2026-09-23T11:24:38.480616,4.249,0.063,4.312,4.310,250175
module.mcp.server.validation.c,mcp,False,cache_miss,2026-09-23T11:24:42.784110,3.833,0.054,3.888,3.878,180455
module.mcp.shared._httpx_utils.c,mcp,False,cache_miss,2026-09-23T11:24:46.672314,3.537,0.055,3.592,3.601,110418
module.mcp.shared.auth.c,mcp,False,cache_miss,2026-09-23T11:24:50.270925,7.882,0.061,7.944,7.944,558610
module.mcp.shared.c,mcp,False,cache_miss,2026-09-23T11:24:58.214402,2.972,0.061,3.033,3.039,36387
module.mcp.shared.context.c,mcp,False,cache_miss,2026-09-23T11:25:01.245766,3.587,0.059,3.647,3.648,152009
module.mcp.shared.exceptions.c,mcp,False,cache_miss,2026-09-23T11:25:04.895758,3.991,0.063,4.054,4.046,195918
module.mcp.shared.experimental.c,mcp,False,cache_miss,2026-09-23T11:25:08.947013,3.057,0.060,3.117,3.121,42891
module.mcp.shared.experimental.tasks.c,mcp,False,cache_miss,2026-09-23T11:25:12.054562,3.037,0.051,3.088,3.091,48028
module.mcp.shared.experimental.tasks.capabilities.c,mcp,False,cache_miss,2026-09-23T11:25:15.146895,3.499,0.055,3.554,3.548,156390
module.mcp.shared.experimental.tasks.context.c,mcp,False,cache_miss,2026-09-23T11:25:18.708615,3.746,0.063,3.809,3.802,189703
module.mcp.shared.experimental.tasks.helpers.c,mcp,False,cache_miss,2026-09-23T11:25:22.511064,3.978,0.057,4.035,4.044,255405
module.mcp.shared.experimental.tasks.in_memory_task_store.c,mcp,False,cache_miss,2026-09-23T11:25:26.560074,6.068,0.071,6.139,6.136,550731
module.mcp.shared.experimental.tasks.message_queue.c,mcp,False,cache_miss,2026-09-23T11:25:32.692798,5.581,0.065,5.646,5.645,474097
module.mcp.shared.experimental.tasks.polling.c,mcp,False,cache_miss,2026-09-23T11:25:38.329770,3.401,0.056,3.457,3.462,92912
module.mcp.shared.experimental.tasks.resolver.c,mcp,False,cache_miss,2026-09-23T11:25:41.786866,3.746,0.056,3.802,3.803,154143
module.mcp.shared.experimental.tasks.store.c,mcp,False,cache_miss,2026-09-23T11:25:45.594047,4.016,0.061,4.076,4.075,201200
module.mcp.shared.message.c,mcp,False,cache_miss,2026-09-23T11:25:49.672920,3.629,0.063,3.692,3.673,138730
module.mcp.shared.response_router.c,mcp,False,cache_miss,2026-09-23T11:25:53.354249,3.420,0.053,3.473,3.490,92841
module.mcp.shared.session.c,mcp,False,cache_miss,2026-09-23T11:25:56.858521,11.210,0.084,11.294,11.293,1206446
module.mcp.shared.tool_name_validation.c,mcp,False,cache_miss,2026-09-23T11:26:08.126187,3.951,0.058,4.009,4.018,205022
module.mcp.shared.version.c,mcp,False,cache_miss,2026-09-23T11:26:12.130127,2.986,0.053,3.039,3.044,38165
module.mcp.types.c,mcp,False,cache_miss,2026-09-23T11:26:15.269389,62.557,0.153,62.711,62.709,5890953
module.multipart.c,multipart,False,cache_miss,2026-09-23T11:27:17.882389,3.579,0.056,3.634,3.618,106764
module.multipart.multipart.c,multipart,False,cache_miss,2026-09-23T11:27:21.512511,3.061,0.052,3.112,3.119,26039
module.multiprocessing-postLoad.c,multiprocessing-postLoad,False,cache_miss,2026-09-23T11:27:24.628292,3.465,0.055,3.520,3.508,102164
module.multiprocessing-preLoad.c,multiprocessing-preLoad,False,cache_miss,2026-09-23T11:27:28.143694,3.240,0.051,3.290,3.289,42480
module.narwhals._arrow.c,narwhals,False,cache_miss,2026-09-23T11:27:31.447030,3.088,0.064,3.152,3.158,36812
module.narwhals._arrow.dataframe.c,narwhals,False,cache_miss,2026-09-23T11:27:34.622304,13.194,0.087,13.281,13.284,1673876
module.narwhals._arrow.expr.c,narwhals,False,cache_miss,2026-09-23T11:27:47.876421,5.933,0.060,5.994,5.994,477828
module.narwhals._arrow.group_by.c,narwhals,False,cache_miss,2026-09-23T11:27:53.875579,5.904,0.066,5.970,5.989,473632
module.narwhals._arrow.namespace.c,narwhals,False,cache_miss,2026-09-23T11:27:59.850842,9.563,0.071,9.634,9.616,1126998
module.narwhals._arrow.selectors.c,narwhals,False,cache_miss,2026-09-23T11:28:09.465056,3.843,0.051,3.894,3.848,125738
module.narwhals._arrow.series.c,narwhals,False,cache_miss,2026-09-23T11:28:13.440273,22.315,0.133,22.448,22.491,2807914
module.narwhals._arrow.series_cat.c,narwhals,False,cache_miss,2026-09-23T11:28:35.825427,3.537,0.070,3.606,3.611,101655
module.narwhals._arrow.series_dt.c,narwhals,False,cache_miss,2026-09-23T11:28:39.428239,8.230,0.066,8.296,8.270,653599
module.narwhals._arrow.series_list.c,narwhals,False,cache_miss,2026-09-23T11:28:47.742102,4.092,0.084,4.176,4.165,193199
module.narwhals._arrow.series_str.c,narwhals,False,cache_miss,2026-09-23T11:28:51.906498,6.247,0.072,6.319,6.327,448690
