source,package,is_test,result,start,ccache_s,gap_before_s,wall_s,o_mtime_gap_s,c_bytes
module.onnxruntime.quantization.execution_providers.qnn.fusion_lpnorm.c,onnxruntime,False,cache_miss,2026-09-23T12:43:51.833994,4.220,0.051,4.270,4.268,190214
module.onnxruntime.quantization.execution_providers.qnn.fusion_spacetodepth.c,onnxruntime,False,cache_miss,2026-09-23T12:43:56.111209,4.783,0.057,4.841,4.832,287443
module.onnxruntime.quantization.execution_providers.qnn.mixed_precision_overrides_utils.c,onnxruntime,False,cache_miss,2026-09-23T12:44:00.956309,6.630,0.062,6.692,6.694,508092
module.onnxruntime.quantization.execution_providers.qnn.preprocess.c,onnxruntime,False,cache_miss,2026-09-23T12:44:07.648506,7.612,0.062,7.674,7.686,589404
module.onnxruntime.quantization.execution_providers.qnn.quant_config.c,onnxruntime,False,cache_miss,2026-09-23T12:44:15.325457,6.195,0.065,6.260,6.273,512076
module.onnxruntime.quantization.fusions.c,onnxruntime,False,cache_miss,2026-09-23T12:44:21.583511,2.933,0.063,2.996,2.985,56881
module.onnxruntime.quantization.fusions.fusion.c,onnxruntime,False,cache_miss,2026-09-23T12:44:24.571624,4.652,0.055,4.707,4.708,440112
module.onnxruntime.quantization.fusions.fusion_gelu.c,onnxruntime,False,cache_miss,2026-09-23T12:44:29.266406,3.820,0.043,3.863,3.874,303208
module.onnxruntime.quantization.fusions.fusion_layernorm.c,onnxruntime,False,cache_miss,2026-09-23T12:44:33.136060,3.558,0.049,3.608,3.607,209190
module.onnxruntime.quantization.fusions.replace_upsample_with_resize.c,onnxruntime,False,cache_miss,2026-09-23T12:44:36.741019,3.543,0.047,3.590,3.572,209793
module.onnxruntime.quantization.matmul_bnb4_quantizer.c,onnxruntime,False,cache_miss,2026-09-23T12:44:40.339036,4.597,0.055,4.651,4.665,429462
module.onnxruntime.quantization.matmul_nbits_quantizer.c,onnxruntime,False,cache_miss,2026-09-23T12:44:45.014863,17.595,0.079,17.674,17.675,2594098
module.onnxruntime.quantization.neural_compressor.c,onnxruntime,False,cache_miss,2026-09-23T12:45:02.657702,2.529,0.048,2.577,2.568,50045
module.onnxruntime.quantization.neural_compressor.onnx_model.c,onnxruntime,False,cache_miss,2026-09-23T12:45:05.260040,13.321,0.073,13.394,13.399,2141809
module.onnxruntime.quantization.neural_compressor.util.c,onnxruntime,False,cache_miss,2026-09-23T12:45:18.635367,2.891,0.055,2.946,2.937,132570
module.onnxruntime.quantization.neural_compressor.weight_only.c,onnxruntime,False,cache_miss,2026-09-23T12:45:21.586905,14.926,0.061,14.986,14.982,1486527
module.onnxruntime.quantization.onnx_model.c,onnxruntime,False,cache_miss,2026-09-23T12:45:36.585620,12.011,0.073,12.084,12.094,1393409
module.onnxruntime.quantization.onnx_quantizer.c,onnxruntime,False,cache_miss,2026-09-23T12:45:48.679313,13.043,0.082,13.125,13.119,1704486
module.onnxruntime.quantization.operators.activation.c,onnxruntime,False,cache_miss,2026-09-23T12:46:01.777392,4.160,0.055,4.216,4.231,290303
module.onnxruntime.quantization.operators.argmax.c,onnxruntime,False,cache_miss,2026-09-23T12:46:05.982463,2.811,0.045,2.856,2.843,95162
module.onnxruntime.quantization.operators.attention.c,onnxruntime,False,cache_miss,2026-09-23T12:46:08.839915,3.432,0.046,3.478,3.489,186276
module.onnxruntime.quantization.operators.base_operator.c,onnxruntime,False,cache_miss,2026-09-23T12:46:12.316695,2.975,0.045,3.020,3.012,88517
module.onnxruntime.quantization.operators.binary_op.c,onnxruntime,False,cache_miss,2026-09-23T12:46:15.337872,3.452,0.046,3.499,3.494,180181
module.onnxruntime.quantization.operators.c,onnxruntime,False,cache_miss,2026-09-23T12:46:18.848810,2.610,0.059,2.668,2.679,43140
module.onnxruntime.quantization.operators.concat.c,onnxruntime,False,cache_miss,2026-09-23T12:46:21.504440,3.354,0.046,3.400,3.401,185672
module.onnxruntime.quantization.operators.conv.c,onnxruntime,False,cache_miss,2026-09-23T12:46:24.909317,5.188,0.051,5.239,5.236,529419
module.onnxruntime.quantization.operators.direct_q8.c,onnxruntime,False,cache_miss,2026-09-23T12:46:30.142250,3.539,0.045,3.583,3.586,240688
module.onnxruntime.quantization.operators.embed_layernorm.c,onnxruntime,False,cache_miss,2026-09-23T12:46:33.733861,3.333,0.053,3.386,3.392,192322
module.onnxruntime.quantization.operators.gather.c,onnxruntime,False,cache_miss,2026-09-23T12:46:37.111144,3.373,0.044,3.417,3.417,226105
module.onnxruntime.quantization.operators.gavgpool.c,onnxruntime,False,cache_miss,2026-09-23T12:46:40.537852,3.071,0.054,3.125,3.125,177852
module.onnxruntime.quantization.operators.gemm.c,onnxruntime,False,cache_miss,2026-09-23T12:46:43.661442,4.406,0.053,4.459,4.454,426592
module.onnxruntime.quantization.operators.lstm.c,onnxruntime,False,cache_miss,2026-09-23T12:46:48.123365,3.794,0.056,3.850,3.855,263955
module.onnxruntime.quantization.operators.matmul.c,onnxruntime,False,cache_miss,2026-09-23T12:46:51.963033,4.431,0.046,4.476,4.469,500705
module.onnxruntime.quantization.operators.maxpool.c,onnxruntime,False,cache_miss,2026-09-23T12:46:56.448754,2.794,0.055,2.849,2.859,144145
module.onnxruntime.quantization.operators.norm.c,onnxruntime,False,cache_miss,2026-09-23T12:46:59.293825,2.845,0.051,2.897,2.891,129970
module.onnxruntime.quantization.operators.pad.c,onnxruntime,False,cache_miss,2026-09-23T12:47:02.184071,3.939,0.045,3.983,3.982,370245
module.onnxruntime.quantization.operators.pooling.c,onnxruntime,False,cache_miss,2026-09-23T12:47:06.163933,3.036,0.041,3.077,3.076,172667
module.onnxruntime.quantization.operators.qdq_base_operator.c,onnxruntime,False,cache_miss,2026-09-23T12:47:09.250245,2.670,0.050,2.721,2.713,88184
module.onnxruntime.quantization.operators.resize.c,onnxruntime,False,cache_miss,2026-09-23T12:47:11.965175,2.674,0.045,2.719,2.726,143789
module.onnxruntime.quantization.operators.softmax.c,onnxruntime,False,cache_miss,2026-09-23T12:47:14.693480,3.065,0.054,3.119,3.123,175098
module.onnxruntime.quantization.operators.split.c,onnxruntime,False,cache_miss,2026-09-23T12:47:17.799454,3.170,0.041,3.211,3.210,213764
module.onnxruntime.quantization.operators.where.c,onnxruntime,False,cache_miss,2026-09-23T12:47:21.025115,3.375,0.056,3.431,3.433,253944
module.onnxruntime.quantization.preprocess.c,onnxruntime,False,cache_miss,2026-09-23T12:47:24.441620,2.423,0.042,2.465,2.460,81462
module.onnxruntime.quantization.qdq_loss_debug.c,onnxruntime,False,cache_miss,2026-09-23T12:47:26.922514,5.525,0.058,5.583,5.576,647131
module.onnxruntime.quantization.qdq_quantizer.c,onnxruntime,False,cache_miss,2026-09-23T12:47:32.524543,13.854,0.077,13.930,13.930,2069856
module.onnxruntime.quantization.quant_utils.c,onnxruntime,False,cache_miss,2026-09-23T12:47:46.445489,13.813,0.067,13.880,13.889,2230001
module.onnxruntime.quantization.quantize.c,onnxruntime,False,cache_miss,2026-09-23T12:48:00.333160,6.700,0.075,6.774,6.776,892313
module.onnxruntime.quantization.registry.c,onnxruntime,False,cache_miss,2026-09-23T12:48:07.086410,3.094,0.054,3.148,3.128,352228
module.onnxruntime.quantization.shape_inference.c,onnxruntime,False,cache_miss,2026-09-23T12:48:10.226206,3.512,0.046,3.557,3.578,278092
module.onnxruntime.quantization.static_quantize_runner.c,onnxruntime,False,cache_miss,2026-09-23T12:48:13.785332,4.342,0.047,4.389,4.388,420330
module.onnxruntime.quantization.tensor_quant_overrides.c,onnxruntime,False,cache_miss,2026-09-23T12:48:18.174717,5.592,0.048,5.640,5.638,743840
module.onnxruntime.tools.c,onnxruntime,False,cache_miss,2026-09-23T12:48:23.814703,2.470,0.048,2.518,2.516,51720
module.onnxruntime.tools.check_onnx_model_mobile_usability.c,onnxruntime,False,cache_miss,2026-09-23T12:48:26.339643,2.648,0.055,2.702,2.704,98712
module.onnxruntime.tools.convert_onnx_models_to_ort.c,onnxruntime,False,cache_miss,2026-09-23T12:48:29.035512,4.302,0.048,4.351,4.350,490965
module.onnxruntime.tools.file_utils.c,onnxruntime,False,cache_miss,2026-09-23T12:48:33.391313,2.634,0.053,2.687,2.693,96801
module.onnxruntime.tools.logger.c,onnxruntime,False,cache_miss,2026-09-23T12:48:36.078113,2.309,0.053,2.362,2.355,43345
module.onnxruntime.tools.make_dynamic_shape_fixed.c,onnxruntime,False,cache_miss,2026-09-23T12:48:38.441863,2.682,0.055,2.737,2.716,167109
module.onnxruntime.tools.mobile_helpers.c,onnxruntime,False,cache_miss,2026-09-23T12:48:41.180319,2.515,0.057,2.572,2.587,43007
module.onnxruntime.tools.mobile_helpers.usability_checker.c,onnxruntime,False,cache_miss,2026-09-23T12:48:43.758861,7.693,0.063,7.757,7.753,1114956
module.onnxruntime.tools.offline_tuning.c,onnxruntime,False,cache_miss,2026-09-23T12:48:51.518291,4.668,0.066,4.734,4.746,431531
module.onnxruntime.tools.onnx_model_utils.c,onnxruntime,False,cache_miss,2026-09-23T12:48:56.249615,5.511,0.064,5.575,5.564,632423
module.onnxruntime.tools.onnx_randomizer.c,onnxruntime,False,cache_miss,2026-09-23T12:49:01.806801,3.217,0.046,3.263,3.274,193114
module.onnxruntime.tools.onnxruntime_test.c,onnxruntime,False,cache_miss,2026-09-23T12:49:05.069031,3.798,0.045,3.844,3.842,286330
module.onnxruntime.tools.optimize_onnx_model.c,onnxruntime,False,cache_miss,2026-09-23T12:49:08.911888,2.754,0.045,2.799,2.802,99442
module.onnxruntime.tools.ort_format_model.c,onnxruntime,False,cache_miss,2026-09-23T12:49:11.721270,2.505,0.055,2.560,2.560,91142
module.onnxruntime.tools.ort_format_model.operator_type_usage_processors.c,onnxruntime,False,cache_miss,2026-09-23T12:49:14.300330,7.932,0.074,8.006,7.991,1212203
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.c,onnxruntime,False,cache_miss,2026-09-23T12:49:22.298447,2.603,0.066,2.669,2.680,49674
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.ArgType.c,onnxruntime,False,cache_miss,2026-09-23T12:49:24.952062,2.704,0.050,2.754,2.756,55523
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.ArgTypeAndIndex.c,onnxruntime,False,cache_miss,2026-09-23T12:49:27.710175,3.407,0.054,3.461,3.461,272406
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.Attribute.c,onnxruntime,False,cache_miss,2026-09-23T12:49:31.171277,7.104,0.055,7.158,7.160,1098986
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.AttributeType.c,onnxruntime,False,cache_miss,2026-09-23T12:49:38.317400,2.446,0.042,2.488,2.490,70398
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.Checkpoint.c,onnxruntime,False,cache_miss,2026-09-23T12:49:40.818960,3.714,0.056,3.770,3.769,441030
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.DeprecatedKernelCreateInfos.c,onnxruntime,False,cache_miss,2026-09-23T12:49:44.581445,3.628,0.048,3.676,3.678,453698
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.DeprecatedNodeIndexAndKernelDefHash.c,onnxruntime,False,cache_miss,2026-09-23T12:49:48.264668,3.397,0.056,3.453,3.444,291435
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.DeprecatedSessionState.c,onnxruntime,False,cache_miss,2026-09-23T12:49:51.721295,3.690,0.060,3.750,3.755,361335
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.DeprecatedSubGraphSessionState.c,onnxruntime,False,cache_miss,2026-09-23T12:49:55.473835,3.430,0.062,3.493,3.480,296499
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.Dimension.c,onnxruntime,False,cache_miss,2026-09-23T12:49:58.970759,3.370,0.067,3.437,3.450,276436
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.DimensionValue.c,onnxruntime,False,cache_miss,2026-09-23T12:50:02.396868,3.578,0.056,3.634,3.635,317603
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.DimensionValueType.c,onnxruntime,False,cache_miss,2026-09-23T12:50:06.031177,2.596,0.056,2.652,2.651,58261
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.EdgeEnd.c,onnxruntime,False,cache_miss,2026-09-23T12:50:08.673146,2.996,0.046,3.043,3.042,153653
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.FloatProperty.c,onnxruntime,False,cache_miss,2026-09-23T12:50:11.719987,3.438,0.050,3.488,3.476,271078
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.Graph.c,onnxruntime,False,cache_miss,2026-09-23T12:50:15.212250,6.747,0.055,6.801,6.809,1013919
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.InferenceSession.c,onnxruntime,False,cache_miss,2026-09-23T12:50:22.012738,3.695,0.054,3.748,3.756,335900
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.IntProperty.c,onnxruntime,False,cache_miss,2026-09-23T12:50:25.762507,3.477,0.055,3.532,3.523,269182
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.KernelTypeStrArgsEntry.c,onnxruntime,False,cache_miss,2026-09-23T12:50:29.291757,3.327,0.052,3.379,3.389,349565
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.KernelTypeStrResolver.c,onnxruntime,False,cache_miss,2026-09-23T12:50:32.662021,3.136,0.043,3.180,3.183,306018
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.MapType.c,onnxruntime,False,cache_miss,2026-09-23T12:50:35.851412,3.102,0.053,3.156,3.153,274264
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.Model.c,onnxruntime,False,cache_miss,2026-09-23T12:50:39.003219,4.824,0.049,4.874,4.863,751841
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.ModuleState.c,onnxruntime,False,cache_miss,2026-09-23T12:50:43.883514,3.918,0.056,3.974,3.985,494321
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.Node.c,onnxruntime,False,cache_miss,2026-09-23T12:50:47.867700,5.924,0.066,5.990,5.986,1055960
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.NodeEdge.c,onnxruntime,False,cache_miss,2026-09-23T12:50:53.837228,3.684,0.046,3.730,3.724,439011
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.NodeType.c,onnxruntime,False,cache_miss,2026-09-23T12:50:57.576919,2.289,0.056,2.345,2.356,55683
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.NodesToOptimizeIndices.c,onnxruntime,False,cache_miss,2026-09-23T12:50:59.923336,4.056,0.057,4.113,4.113,595738
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.OpIdKernelTypeStrArgsEntry.c,onnxruntime,False,cache_miss,2026-09-23T12:51:04.033933,3.733,0.055,3.788,3.784,356293
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.OperatorSetId.c,onnxruntime,False,cache_miss,2026-09-23T12:51:07.822146,3.549,0.055,3.605,3.599,271596
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.OptimizerGroup.c,onnxruntime,False,cache_miss,2026-09-23T12:51:11.419332,3.890,0.048,3.938,3.946,434007
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.ParameterOptimizerState.c,onnxruntime,False,cache_miss,2026-09-23T12:51:15.362322,3.232,0.053,3.285,3.277,351199
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.PropertyBag.c,onnxruntime,False,cache_miss,2026-09-23T12:51:18.642202,4.234,0.047,4.282,4.285,508255
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.RuntimeOptimizationRecord.c,onnxruntime,False,cache_miss,2026-09-23T12:51:22.934186,4.012,0.058,4.070,4.072,402867
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.RuntimeOptimizationRecordContainerEntry.c,onnxruntime,False,cache_miss,2026-09-23T12:51:26.994445,3.318,0.048,3.366,3.363,373054
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.RuntimeOptimizations.c,onnxruntime,False,cache_miss,2026-09-23T12:51:30.368334,3.043,0.056,3.099,3.105,302265
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.SequenceType.c,onnxruntime,False,cache_miss,2026-09-23T12:51:33.456128,2.859,0.045,2.903,2.897,234789
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.Shape.c,onnxruntime,False,cache_miss,2026-09-23T12:51:36.367274,3.254,0.052,3.307,3.308,285673
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.SparseTensor.c,onnxruntime,False,cache_miss,2026-09-23T12:51:39.681483,4.120,0.060,4.179,4.182,408598
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.StringProperty.c,onnxruntime,False,cache_miss,2026-09-23T12:51:43.863982,3.187,0.063,3.250,3.253,271824
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.StringStringEntry.c,onnxruntime,False,cache_miss,2026-09-23T12:51:47.096056,2.982,0.045,3.028,3.028,274467
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.Tensor.c,onnxruntime,False,cache_miss,2026-09-23T12:51:50.129737,4.564,0.051,4.615,4.615,697505
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.TensorDataType.c,onnxruntime,False,cache_miss,2026-09-23T12:51:54.746002,2.324,0.052,2.377,2.375,80922
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.TensorTypeAndShape.c,onnxruntime,False,cache_miss,2026-09-23T12:51:57.126823,3.302,0.056,3.359,3.331,283556
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.TypeInfo.c,onnxruntime,False,cache_miss,2026-09-23T12:52:00.482121,3.357,0.053,3.410,3.436,315201
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.TypeInfoValue.c,onnxruntime,False,cache_miss,2026-09-23T12:52:03.880507,2.513,0.042,2.555,2.555,58968
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.ValueInfo.c,onnxruntime,False,cache_miss,2026-09-23T12:52:06.440898,3.532,0.047,3.579,3.576,319332
module.onnxruntime.tools.ort_format_model.ort_flatbuffers_py.fbs.c,onnxruntime,False,cache_miss,2026-09-23T12:52:10.023597,2.717,0.051,2.768,2.753,107533
module.onnxruntime.tools.ort_format_model.ort_model_processor.c,onnxruntime,False,cache_miss,2026-09-23T12:52:12.802146,3.394,0.061,3.455,3.466,204661
module.onnxruntime.tools.ort_format_model.types.c,onnxruntime,False,cache_miss,2026-09-23T12:52:16.248312,2.961,0.052,3.013,3.019,189341
module.onnxruntime.tools.ort_format_model.utils.c,onnxruntime,False,cache_miss,2026-09-23T12:52:19.250941,3.637,0.042,3.679,3.670,182076
module.onnxruntime.tools.pytorch_export_contrib_ops.c,onnxruntime,False,cache_miss,2026-09-23T12:52:22.936137,4.696,0.048,4.744,4.693,299026
module.onnxruntime.tools.pytorch_export_helpers.c,onnxruntime,False,cache_miss,2026-09-23T12:52:27.727060,4.755,0.095,4.850,4.887,237851
module.onnxruntime.tools.qdq_helpers.c,onnxruntime,False,cache_miss,2026-09-23T12:52:32.539534,2.921,0.058,2.979,2.962,42713
module.onnxruntime.tools.qdq_helpers.optimize_qdq_model.c,onnxruntime,False,cache_miss,2026-09-23T12:52:35.548169,3.693,0.088,3.780,3.791,77311
module.onnxruntime.tools.qnn.add_trans_cast.c,onnxruntime,False,cache_miss,2026-09-23T12:52:39.316767,7.566,0.076,7.642,7.633,540124
module.onnxruntime.tools.qnn.c,onnxruntime,False,cache_miss,2026-09-23T12:52:46.958897,2.790,0.076,2.866,2.902,32625
module.onnxruntime.tools.qnn.gen_qnn_ctx_onnx_model.c,onnxruntime,False,cache_miss,2026-09-23T12:52:49.837924,6.912,0.089,7.001,6.956,559702
module.onnxruntime.tools.qnn.preprocess.c,onnxruntime,False,cache_miss,2026-09-23T12:52:56.834239,2.800,0.085,2.884,2.928,118441
module.onnxruntime.tools.reduced_build_config_parser.c,onnxruntime,False,cache_miss,2026-09-23T12:52:59.681894,3.765,0.048,3.813,3.816,244672
module.onnxruntime.tools.remove_initializer_from_input.c,onnxruntime,False,cache_miss,2026-09-23T12:53:03.490293,2.715,0.043,2.758,2.759,83465
module.onnxruntime.tools.symbolic_shape_infer.c,onnxruntime,False,cache_miss,2026-09-23T12:53:06.337781,52.305,0.132,52.438,52.407,6316791
module.onnxruntime.tools.update_onnx_opset.c,onnxruntime,False,cache_miss,2026-09-23T12:53:58.718763,2.457,0.076,2.533,2.561,78985
module.onnxruntime.transformers.affinity_helper.c,onnxruntime,False,cache_miss,2026-09-23T12:54:01.225536,2.644,0.050,2.694,2.692,92629
module.onnxruntime.transformers.benchmark.c,onnxruntime,False,cache_miss,2026-09-23T12:54:03.936280,12.171,0.067,12.237,12.194,1152311
module.onnxruntime.transformers.benchmark_helper.c,onnxruntime,False,cache_miss,2026-09-23T12:54:16.179740,10.822,0.073,10.895,10.903,1278456
module.onnxruntime.transformers.bert_perf_test.c,onnxruntime,False,cache_miss,2026-09-23T12:54:27.081564,8.027,0.080,8.107,8.118,925391
module.onnxruntime.transformers.bert_test_data.c,onnxruntime,False,cache_miss,2026-09-23T12:54:35.174120,7.279,0.066,7.345,7.340,764822
module.onnxruntime.transformers.c,onnxruntime,False,cache_miss,2026-09-23T12:54:42.502816,2.271,0.050,2.321,2.346,44335
module.onnxruntime.transformers.compare_bert_results.c,onnxruntime,False,cache_miss,2026-09-23T12:54:44.847324,4.024,0.073,4.097,4.083,371134
module.onnxruntime.transformers.constants.c,onnxruntime,False,cache_miss,2026-09-23T12:54:48.932022,2.413,0.061,2.473,2.497,88731
module.onnxruntime.transformers.convert_generation.c,onnxruntime,False,cache_miss,2026-09-23T12:54:51.472911,47.915,0.128,48.044,48.016,4406156
module.onnxruntime.transformers.convert_tf_models_to_pytorch.c,onnxruntime,False,cache_miss,2026-09-23T12:55:39.453875,4.025,0.066,4.090,4.088,342309
module.onnxruntime.transformers.convert_to_packing_mode.c,onnxruntime,False,cache_miss,2026-09-23T12:55:43.554927,6.955,0.077,7.031,7.039,859885
module.onnxruntime.transformers.dynamo_onnx_helper.c,onnxruntime,False,cache_miss,2026-09-23T12:55:50.582822,4.331,0.073,4.404,4.394,432389
